danceability,loudness,speechiness,acousticness,liveness,instrumentalness,type
0.86,-10.49,0.0912,0.000922,0.45,2.34e-06,2.0
0.6859999999999999,-10.026,0.115,0.7879999999999999,0.196,0.0378,2.0
0.7040000000000001,-13.307,0.12,0.0197,0.35100000000000003,0.0175,2.0
0.648,-9.185,0.15,0.17,0.159,8.950000000000001e-05,2.0
0.574,-5.526,0.0958,0.0235,0.0959,2.03e-06,2.0
0.73,-5.869,0.0469,0.0469,0.329,0.000362,2.0
0.789,-3.604,0.0759,0.191,0.0969,1.41e-05,2.0
0.737,-0.155,0.0747,0.163,0.361,0.0,2.0
0.738,-5.659,0.107,0.075,0.225,0.0294,2.0
0.818,-7.057,0.231,0.135,0.68,0.0,2.0
0.723,-10.425999999999998,0.0691,0.00231,0.0788,0.665,2.0
0.636,-6.876,0.0279,0.0262,0.297,0.00136,2.0
0.902,-8.29,0.0383,0.0452,0.12,0.000129,2.0
0.677,-6.105,0.16,0.124,0.0819,0.0132,2.0
0.6890000000000001,-3.513,0.0312,0.00733,0.63,3.43e-06,2.0
0.955,-8.394,0.0734,0.132,0.0704,0.00146,2.0
0.7859999999999999,-7.96,0.382,0.215,0.0707,6.88e-06,2.0
0.928,-6.542000000000002,0.0743,0.426,0.0719,5.290000000000001e-05,2.0
0.6779999999999999,-7.987999999999999,0.0695,0.138,0.122,2.32e-06,2.0
0.836,-10.905,0.08199999999999999,0.109,0.103,2.69e-05,2.0
0.546,-7.417000000000002,0.126,0.397,0.337,0.0,2.0
0.634,-6.105,0.31,0.34,0.626,2.29e-05,2.0
0.65,-10.202,0.0891,0.284,0.166,3.5700000000000014e-05,2.0
0.6559999999999999,-9.747,0.0352,0.308,0.0817,0.0103,2.0
0.423,-7.596,0.149,0.612,0.923,1.4300000000000004e-05,2.0
0.519,-13.36,0.15,0.155,0.365,1.46e-06,2.0
0.807,-7.627000000000002,0.0961,0.302,0.0582,0.0,2.0
0.5589999999999999,-7.3,0.17600000000000002,0.0329,0.184,0.0164,2.0
0.7879999999999999,-5.2170000000000005,0.177,0.123,0.0692,1.4300000000000004e-05,2.0
0.7959999999999999,-1.266,0.0955,0.289,0.34600000000000003,0.00254,2.0
0.8270000000000001,-5.473,0.0764,0.0316,0.211,0.000322,2.0
0.359,-3.452,0.109,0.136,0.14,2.52e-06,2.0
0.5660000000000001,-6.02,0.105,0.0246,0.103,0.0,2.0
0.62,-6.57,0.0376,0.00848,0.217,0.413,2.0
0.711,-6.651,0.0569,0.233,0.17800000000000002,0.0,2.0
0.7979999999999999,-3.731,0.0581,0.0979,0.307,4.22e-06,2.0
0.679,-4.416,0.0362,0.0799,0.0636,1.41e-06,2.0
0.746,-6.057,0.0442,0.0169,0.097,0.00279,2.0
0.765,-2.096,0.247,0.249,0.0588,0.00108,2.0
0.83,-3.18,0.0554,0.134,0.0567,1.7199999999999998e-05,2.0
0.688,-3.076,0.145,0.209,0.0387,0.0032600000000000003,2.0
0.579,-2.75,0.235,0.517,0.672,0.0,2.0
0.818,-2.799,0.0952,0.000826,0.919,0.0328,2.0
0.7609999999999999,-2.5610000000000004,0.136,0.0277,0.388,0.0,2.0
0.774,-8.247,0.0968,0.201,0.0386,1.32e-06,2.0
0.721,-4.995,0.142,0.0393,0.0747,5.86e-05,2.0
0.7140000000000001,-5.3420000000000005,0.0516,0.00145,0.0462,0.000817,2.0
0.71,-4.274,0.0817,0.39,0.685,4.91e-06,2.0
0.71,-6.877999999999999,0.111,0.257,0.192,0.0,2.0
0.8079999999999999,-3.56,0.0576,0.0347,0.128,0.008020000000000001,2.0
0.757,-5.12,0.241,0.0432,0.112,0.005379999999999999,2.0
0.7390000000000001,-4.835,0.0691,0.184,0.215,0.0586,2.0
0.625,-7.245,0.0456,0.103,0.284,0.183,2.0
0.835,-6.614,0.0818,0.363,0.0625,0.000919,2.0
0.716,-5.29,0.0485,0.0751,0.145,0.00246,2.0
0.73,-3.48,0.16399999999999998,0.266,0.0354,0.00443,2.0
0.89,-14.415,0.071,0.00909,0.24,0.0133,2.0
0.775,-15.818,0.0598,0.0217,0.0511,0.103,2.0
0.809,-2.455,0.0556,0.00612,0.0732,9.07e-06,2.0
0.831,-3.317,0.101,0.328,0.077,0.00371,2.0
0.838,-3.734,0.17800000000000002,0.155,0.392,7.95e-06,2.0
0.62,-3.72,0.334,0.469,0.0464,1.79e-06,2.0
0.725,-3.62,0.188,0.18600000000000005,0.334,0.0,2.0
0.937,-3.81,0.0642,0.0251,0.0704,0.0,2.0
0.877,-3.713,0.0713,0.421,0.12,0.00034500000000000004,2.0
0.843,-4.5539999999999985,0.117,0.256,0.614,0.0,2.0
0.6629999999999999,-2.894,0.0335,0.0102,0.75,9.01e-06,2.0
0.8540000000000001,-5.388,0.231,0.203,0.298,0.0,2.0
0.8059999999999999,-5.372999999999998,0.0599,0.0081,0.586,2.35e-05,2.0
0.911,-5.438,0.249,0.28300000000000003,0.113,1.34e-06,2.0
0.754,-1.999,0.0548,0.424,0.116,2.62e-05,2.0
0.7959999999999999,-3.641,0.203,0.0992,0.129,0.0,2.0
0.912,-5.95,0.0785,0.109,0.0632,0.000193,2.0
0.778,-5.023,0.12,0.055,0.348,0.000319,2.0
0.868,-11.667,0.229,0.493,0.5920000000000001,0.0,2.0
0.643,-9.655,0.0725,0.214,0.269,0.00028,2.0
0.792,-6.462999999999999,0.0706,0.48,0.092,1.57e-06,2.0
0.634,-7.752999999999999,0.0792,0.594,0.269,0.0,2.0
0.841,-3.711,0.064,0.209,0.0513,0.0,2.0
0.825,-4.847,0.0554,0.14300000000000002,0.237,2.81e-06,2.0
0.453,-10.206,0.0378,0.0314,0.325,0.000276,2.0
0.703,-7.982,0.11,0.0809,0.267,7.65e-06,2.0
0.759,-5.3870000000000005,0.123,0.14300000000000002,0.402,3.97e-06,2.0
0.7879999999999999,-5.988,0.048,0.264,0.0687,0.000321,2.0
0.721,-5.4289999999999985,0.225,0.0885,0.0372,0.000119,2.0
0.833,-4.513,0.129,0.166,0.363,2.74e-06,2.0
0.794,-5.332999999999998,0.215,0.149,0.0468,1.3800000000000003e-05,2.0
0.804,-14.163,0.0616,0.11,0.0998,0.0,2.0
0.623,-4.481,0.142,0.007640000000000002,0.557,2.73e-06,2.0
0.602,-8.655,0.449,0.384,0.335,0.00234,2.0
0.8290000000000001,-4.121,0.0781,0.0864,0.181,0.0,2.0
0.721,-10.98,0.0664,0.0493,0.318,3.15e-05,2.0
0.7490000000000001,-7.058,0.0594,0.0016600000000000002,0.108,6.48e-06,2.0
0.799,-6.615,0.127,0.401,0.136,0.0,2.0
0.873,-1.376,0.104,0.172,0.0233,0.000176,2.0
0.848,-6.63,0.14800000000000002,0.0707,0.27,0.0,2.0
0.6920000000000001,-3.93,0.0915,0.0188,0.151,0.0,2.0
0.633,-12.982,0.0684,0.34700000000000003,0.0604,0.000336,2.0
0.488,-9.22,0.0594,0.336,0.454,1.5399999999999998e-05,2.0
0.7759999999999999,-6.495,0.0699,0.0121,0.0789,0.161,2.0
0.723,-7.022,0.265,0.0277,0.189,0.0,2.0
0.757,-5.674,0.0733,0.657,0.141,0.000116,2.0
0.618,-9.933,0.14300000000000002,0.589,0.241,0.000135,2.0
0.721,-2.789,0.0827,0.133,0.412,0.18600000000000005,2.0
0.807,-10.361,0.0581,0.0335,0.0967,8.73e-06,2.0
0.439,-7.244,0.0354,0.8590000000000001,0.146,0.0501,2.0
0.441,-11.476,0.07400000000000001,0.984,0.0993,0.14,2.0
0.644,-5.898,0.069,0.0608,0.0392,1.3800000000000003e-05,2.0
0.909,-9.912,0.263,0.0323,0.087,0.0,2.0
0.687,-5.3679999999999986,0.308,0.0619,0.147,0.0006450000000000001,2.0
0.629,-11.812,0.0944,0.563,0.211,0.000189,2.0
0.493,-6.27,0.0771,0.8220000000000001,0.233,0.000334,2.0
0.544,-10.868,0.0547,0.778,0.117,7.02e-06,2.0
0.7879999999999999,-10.866,0.0415,0.147,0.0797,9.91e-06,2.0
0.487,-7.705,0.0502,0.614,0.0671,0.0006889999999999999,2.0
0.348,-10.380999999999998,0.062,0.6809999999999999,0.147,0.036000000000000004,2.0
0.604,-12.944,0.199,0.173,0.115,0.00037,2.0
0.601,-10.895,0.0715,0.726,0.173,4.7e-06,2.0
0.726,-11.316,0.134,0.0587,0.119,0.00105,2.0
0.757,-10.637,0.0512,0.0107,0.0943,0.0,2.0
0.562,-11.015999999999998,0.17600000000000002,0.469,0.882,0.0,2.0
0.752,-7.7570000000000014,0.0945,0.624,0.349,1.27e-05,2.0
0.7340000000000001,-5.5070000000000014,0.204,0.0389,0.062,3.4e-06,2.0
0.867,-15.981,0.0497,0.0116,0.0711,7.02e-06,2.0
0.654,-10.880999999999998,0.234,0.498,0.0571,0.007759999999999999,2.0
0.73,-6.763,0.0593,0.217,0.0977,0.000108,2.0
0.6890000000000001,-7.862,0.101,0.0639,0.191,0.054000000000000006,2.0
0.778,-11.972,0.0422,0.00998,0.0618,0.000416,2.0
0.575,-7.895,0.0478,0.0916,0.206,1.95e-05,2.0
0.825,-7.916,0.0742,0.29100000000000004,0.58,1.73e-05,2.0
0.489,-9.743,0.036000000000000004,0.602,0.0427,4.25e-06,2.0
0.7859999999999999,-14.913,0.142,0.18600000000000005,0.118,0.0,2.0
0.746,-8.993,0.101,0.122,0.0904,0.000286,2.0
0.7559999999999999,-11.285,0.0874,0.124,0.1,0.0,2.0
0.7340000000000001,-10.605,0.083,0.29600000000000004,0.124,0.000135,2.0
0.41,-13.686,0.156,0.265,0.0365,0.426,2.0
0.629,-11.092,0.0637,0.893,0.229,6.65e-05,2.0
0.718,-5.488,0.0505,0.404,0.124,2.5e-05,2.0
0.638,-3.005,0.29100000000000004,0.142,0.353,0.0,2.0
0.5920000000000001,-8.708,0.0304,0.0824,0.0847,0.0591,2.0
0.61,-8.432,0.0545,0.208,0.334,0.269,2.0
0.637,-5.205,0.0335,0.000321,0.334,0.8220000000000001,2.0
0.795,-5.867000000000001,0.14400000000000002,0.298,0.179,0.0,2.0
0.65,-4.4460000000000015,0.155,0.199,0.327,0.0,2.0
0.545,-6.613,0.0964,0.0276,0.311,0.000155,2.0
0.621,-11.074000000000002,0.0547,0.633,0.0803,0.0,2.0
0.672,-7.422999999999999,0.108,0.293,0.0494,0.000342,2.0
0.825,-7.907,0.0722,0.0212,0.205,0.0006889999999999999,2.0
0.627,-8.168,0.0406,0.22,0.122,8.99e-06,2.0
0.7070000000000001,-9.813,0.292,0.274,0.586,0.0,2.0
0.5529999999999999,-11.204,0.106,0.914,0.17,0.234,2.0
0.528,-5.745,0.0935,0.237,0.922,0.0,2.0
0.693,-4.144,0.263,0.021,0.324,0.0,2.0
0.642,-5.274,0.102,0.15,0.0989,0.0,2.0
0.455,-8.407,0.119,0.282,0.185,0.0221,2.0
0.5,-10.929,0.0384,0.508,0.203,0.000129,2.0
0.504,-8.995,0.0496,0.679,0.162,1.01e-06,2.0
0.53,-5.83,0.275,0.96,0.513,0.952,2.0
0.64,-8.025,0.0462,0.0451,0.0356,0.0,2.0
0.479,-9.714,0.123,0.682,0.0841,0.0,2.0
0.529,-8.429,0.0751,0.713,0.156,3.01e-05,2.0
0.647,-9.815,0.0373,0.00536,0.054000000000000006,5.820000000000001e-05,2.0
0.611,-13.325,0.0319,0.0133,0.369,0.56,2.0
0.468,-10.071,0.0524,0.962,0.194,0.0459,2.0
0.7709999999999999,-6.166,0.048,0.385,0.135,0.0,2.0
0.708,-11.765999999999998,0.14800000000000002,0.237,0.0793,3.21e-05,2.0
0.688,-10.051,0.0443,0.015,0.0599,0.00025,2.0
0.861,-6.657,0.0797,0.034,0.0381,3.65e-05,2.0
0.784,-6.558,0.0428,0.0227,0.35600000000000004,0.000164,2.0
0.695,-7.939,0.0686,0.257,0.0681,0.0,2.0
0.828,-3.4760000000000004,0.123,0.6890000000000001,0.231,3.54e-06,2.0
0.727,-5.645,0.094,0.000814,0.528,0.00387,2.0
0.7709999999999999,-3.851,0.0604,0.131,0.621,0.00657,2.0
0.6659999999999999,-11.858,0.043,0.0178,0.0723,0.7290000000000001,2.0
0.726,-5.207999999999998,0.0392,0.0587,0.579,0.0292,2.0
0.737,-3.419,0.0342,0.16699999999999998,0.25,0.0075400000000000016,2.0
0.748,-5.025,0.0443,0.025,0.0672,0.00015800000000000002,2.0
0.8390000000000001,-5.95,0.0519,0.118,0.127,3.91e-06,2.0
0.757,-5.983,0.0474,0.0773,0.192,0.00364,2.0
0.726,-2.4330000000000003,0.0543,0.021,0.222,0.0108,2.0
0.75,-6.206,0.15,0.303,0.171,0.0,2.0
0.8109999999999999,-3.403,0.0884,0.0976,0.34,1.66e-05,2.0
0.735,-8.399,0.0435,0.079,0.198,0.00172,2.0
0.6729999999999999,-3.848,0.0396,0.006809999999999999,0.318,0.0102,2.0
0.95,-7.089,0.0516,0.0317,0.13699999999999998,1.93e-06,2.0
0.8059999999999999,-8.185,0.121,0.36,0.235,0.0,2.0
0.6859999999999999,-6.476,0.0542,0.00662,0.0442,0.00703,2.0
0.882,-6.332999999999998,0.0414,0.103,0.129,1.31e-06,2.0
0.818,-2.82,0.19,0.0247,0.08199999999999999,2.68e-06,2.0
0.777,-9.879,0.114,0.0712,0.149,6.77e-05,2.0
0.826,-6.371,0.104,0.225,0.0926,0.000562,2.0
0.693,-5.244,0.0677,0.0176,0.333,6.42e-05,2.0
0.75,-9.584,0.0588,0.0256,0.0785,0.7879999999999999,2.0
0.8290000000000001,-5.4,0.0477,0.00698,0.055,0.000278,2.0
0.805,-6.584,0.163,0.255,0.0147,0.0,2.0
0.7959999999999999,-14.89,0.147,0.105,0.075,2.97e-06,2.0
0.51,-2.926,0.149,0.0831,0.0422,2.61e-06,2.0
0.701,-6.994,0.0339,0.149,0.326,6.409999999999999e-05,2.0
0.767,-8.775,0.0853,0.473,0.165,0.219,2.0
0.8109999999999999,-4.477,0.0444,0.0912,0.112,1.01e-05,2.0
0.825,-5.414,0.0787,0.257,0.0715,1.21e-05,2.0
0.775,-10.682,0.0738,0.0171,0.131,4.2700000000000015e-05,2.0
0.885,-12.374,0.337,0.0111,0.0541,0.0,2.0
0.775,-5.074,0.179,0.383,0.141,0.0,2.0
0.753,-10.264,0.0592,0.0699,0.0478,8.13e-05,2.0
0.779,-13.347,0.0412,0.00393,0.0928,0.0,2.0
0.7929999999999999,-7.677,0.0582,0.0984,0.1,0.0,2.0
0.569,-7.586,0.11,0.777,0.37,2.8e-06,2.0
0.679,-6.935,0.0427,0.634,0.161,0.0,2.0
0.7090000000000001,-2.497,0.119,0.108,0.465,2.11e-06,2.0
0.787,-5.7120000000000015,0.0559,0.00771,0.116,0.214,2.0
0.77,-2.129,0.0804,0.11,0.153,0.0,2.0
0.741,-9.217,0.0493,0.654,0.324,1.07e-05,2.0
0.679,-5.522,0.0293,0.0773,0.7040000000000001,0.0,2.0
0.906,-5.526,0.0462,0.13,0.17800000000000002,0.0165,2.0
0.777,-8.273,0.0449,0.14,0.105,0.000878,2.0
0.7070000000000001,-6.33,0.11,0.0354,0.129,0.0158,2.0
0.654,-10.202,0.15,0.121,0.085,1.52e-06,2.0
0.8029999999999999,-10.936,0.204,0.208,0.047,0.0,2.0
0.732,-11.544,0.151,0.188,0.411,1.7800000000000002e-05,2.0
0.7659999999999999,-9.254,0.0526,0.00689,0.0493,0.00303,2.0
0.866,-7.353,0.114,0.00349,0.0843,2.07e-06,2.0
0.722,-12.365,0.101,0.0217,0.193,0.0,2.0
0.8009999999999999,-9.874,0.045,0.339,0.275,4.95e-05,2.0
0.8370000000000001,-4.629,0.285,0.215,0.151,0.0,2.0
0.794,-6.46,0.193,0.221,0.0682,0.0,2.0
0.8059999999999999,-5.295,0.0658,0.0267,0.057,0.000343,2.0
0.746,-4.565,0.0637,0.29,0.131,0.00218,2.0
0.753,-6.812,0.198,0.0149,0.121,2.47e-06,2.0
0.759,-2.837,0.123,0.105,0.0693,0.0,2.0
0.59,-5.294,0.171,0.45,0.16399999999999998,1.18e-05,2.0
0.7929999999999999,-5.285,0.0954,0.0962,0.623,6.39e-05,2.0
0.959,-5.754,0.219,0.345,0.126,0.0,2.0
0.755,-8.544,0.0993,0.54,0.141,1.55e-05,2.0
0.884,-6.141,0.162,0.138,0.0614,0.000922,2.0
0.799,-5.207000000000002,0.0519,0.11,0.227,2.84e-06,2.0
0.75,-5.879,0.0763,0.0416,0.0655,0.0172,2.0
0.755,-9.194,0.0289,0.21,0.203,0.235,2.0
0.648,-9.742,0.0268,0.00576,0.324,0.118,2.0
0.733,-9.799,0.0446,0.263,0.298,0.0455,2.0
0.7170000000000001,-8.71,0.029,0.303,0.111,0.0007469999999999999,2.0
0.451,-6.26,0.21600000000000005,0.48,0.0616,3.65e-05,2.0
0.6459999999999999,-10.816,0.0488,0.163,0.118,4.370000000000001e-05,2.0
0.82,-12.848,0.069,0.011,0.066,0.0022600000000000003,2.0
0.6609999999999999,-12.395,0.05,0.0746,0.0815,0.00265,2.0
0.6509999999999999,-9.966,0.0761,0.0303,0.0458,0.0,2.0
0.519,-11.297,0.0463,0.7559999999999999,0.631,1.05e-05,2.0
0.482,-8.535,0.116,0.807,0.114,0.000184,2.0
0.489,-6.31,0.18,0.28600000000000003,0.0768,0.0,2.0
0.818,-2.982,0.247,0.33,0.6579999999999999,0.0,2.0
0.79,-8.486,0.0599,0.147,0.163,0.0,2.0
0.6829999999999999,-10.737,0.0539,0.16,0.398,2.79e-05,2.0
0.659,-5.212999999999999,0.0362,0.00409,0.8540000000000001,0.0075099999999999984,2.0
0.64,-9.598,0.057,0.907,0.146,0.0001,2.0
0.615,-9.558,0.062,0.007120000000000001,0.0541,0.00617,2.0
0.748,-17.582,0.0779,0.0805,0.311,0.0043,2.0
0.679,-9.903,0.0383,0.00254,0.384,0.191,2.0
0.703,-6.779,0.0483,0.198,0.101,0.000712,2.0
0.616,-4.629,0.0594,0.172,0.13699999999999998,0.0,2.0
0.711,-1.5630000000000002,0.0413,0.338,0.503,1.57e-05,2.0
0.507,-4.557,0.0412,0.0288,0.0593,0.244,2.0
0.752,-5.309,0.0532,0.123,0.233,7.4e-05,2.0
0.521,-5.131,0.0538,0.0077,0.114,0.0,2.0
0.508,-4.779,0.25,0.0404,0.0585,0.0,2.0
0.8029999999999999,-5.79,0.0889,0.195,0.353,0.0035700000000000007,2.0
0.498,-13.646,0.0298,0.787,0.376,0.0181,2.0
0.752,-0.091,0.11,0.00176,0.603,0.00599,2.0
0.705,-3.3760000000000003,0.0788,0.0212,0.337,3.18e-05,2.0
0.7759999999999999,-4.0539999999999985,0.0544,0.101,0.124,0.0,2.0
0.746,-4.704,0.192,0.129,0.391,0.0,2.0
0.708,-5.532,0.0474,0.0155,0.0821,0.00213,2.0
0.647,-2.733,0.0495,0.73,0.0876,2.51e-06,2.0
0.855,-4.472,0.0549,0.276,0.0302,0.0,2.0
0.843,-4.371,0.0527,0.0512,0.101,1.13e-06,2.0
0.81,-4.4510000000000005,0.0435,0.0454,0.374,9.14e-05,2.0
0.878,-10.202,0.139,0.076,0.0521,0.0211,2.0
0.957,-7.2570000000000014,0.0512,0.5,0.0737,0.0,2.0
0.867,-3.893,0.0522,0.004520000000000001,0.0868,0.0,2.0
0.7909999999999999,-11.118,0.0531,0.589,0.0648,5.17e-05,2.0
0.66,-1.028,0.0852,0.507,0.0691,0.637,2.0
0.544,-5.853,0.201,0.0764,0.34600000000000003,1.15e-06,2.0
0.628,-12.152,0.17600000000000002,0.0566,0.16,0.0111,2.0
0.595,-6.189,0.0479,0.000712,0.142,0.0386,2.0
0.8059999999999999,-11.422,0.153,0.174,0.0585,0.0,2.0
0.769,-3.107,0.154,0.16,0.261,0.0,2.0
0.816,-2.963,0.149,0.17800000000000002,0.373,0.0,2.0
0.642,-7.519,0.0394,0.0292,0.967,2.8300000000000007e-05,2.0
0.767,-3.825,0.0552,0.028,0.394,0.000243,2.0
0.6779999999999999,-8.783999999999999,0.0318,0.024,0.209,0.0678,2.0
0.71,-6.739,0.075,0.269,0.0842,3.3100000000000005e-05,2.0
0.831,-4.625,0.0459,0.0865,0.113,0.0,2.0
0.632,-8.003,0.0498,0.00292,0.723,0.0601,2.0
0.715,-9.801,0.0521,0.221,0.0912,4.93e-05,2.0
0.664,-10.765,0.0834,0.203,0.37,0.459,2.0
0.736,-9.799,0.0599,0.119,0.341,2.85e-05,2.0
0.484,-6.6,0.0505,0.208,0.117,0.0,2.0
0.6829999999999999,-3.14,0.0398,0.268,0.35700000000000004,0.0,2.0
0.922,-6.11,0.145,0.0713,0.0406,1.58e-06,2.0
0.733,-5.8420000000000005,0.0771,0.0101,0.0787,0.0,2.0
0.575,-13.064,0.187,0.14,0.324,0.0,2.0
0.753,-8.852,0.0844,0.105,0.0819,5.96e-05,2.0
0.8009999999999999,-4.2330000000000005,0.065,0.0984,0.228,6.620000000000001e-05,2.0
0.845,-7.082999999999998,0.116,0.157,0.034,0.0,2.0
0.6890000000000001,-6.511,0.0575,0.11,0.105,1.4800000000000002e-05,2.0
0.868,-12.276,0.123,0.238,0.0323,0.00132,2.0
0.696,-5.132999999999999,0.0529,0.0209,0.108,2.24e-05,2.0
0.831,-11.51,0.0497,0.185,0.153,0.000937,2.0
0.479,-9.949,0.209,0.809,0.149,5.9e-06,2.0
0.387,-9.687,0.0621,0.635,0.7120000000000001,0.00014099999999999998,2.0
0.381,-10.113,0.0596,0.748,0.056,1.15e-05,2.0
0.823,-1.695,0.0633,0.464,0.0601,0.0,2.0
0.765,-4.6080000000000005,0.0824,0.502,0.0423,0.0,2.0
0.895,-4.101,0.034,0.0126,0.37,0.00157,2.0
0.769,-8.859,0.0416,0.0795,0.0886,0.000395,2.0
0.735,-7.142,0.0571,0.00942,0.057,7.91e-05,2.0
0.784,-14.152,0.095,0.222,0.0929,3.27e-06,2.0
0.534,-5.47,0.155,0.459,0.34700000000000003,0.00017,2.0
0.848,-6.1610000000000005,0.0767,0.054000000000000006,0.209,0.104,2.0
0.82,-4.637,0.0625,0.0376,0.152,0.00294,2.0
0.727,-9.088,0.0406,0.22,0.129,0.021,2.0
0.647,-6.167000000000002,0.151,0.38,0.35700000000000004,0.0,2.0
0.8290000000000001,-8.711,0.0882,0.0591,0.0776,6.22e-05,2.0
0.745,-5.47,0.0492,0.162,0.196,0.000165,2.0
0.672,-3.44,0.243,0.141,0.0741,0.0,2.0
0.845,-3.352,0.0509,0.0568,0.3670000000000001,0.0,2.0
0.619,-4.549,0.0535,0.0173,0.166,0.00104,2.0
0.722,-3.173,0.069,0.203,0.166,5.21e-06,2.0
0.862,-2.92,0.0957,0.38,0.301,0.0,2.0
0.653,-6.822,0.0592,0.0221,0.16399999999999998,0.00488,2.0
0.6759999999999999,-3.499,0.0892,0.00917,0.097,0.0,2.0
0.841,-3.917,0.0613,0.0958,0.115,0.0,2.0
0.789,-8.811,0.208,0.21600000000000005,0.343,0.0,2.0
0.8079999999999999,-2.424,0.161,0.107,0.299,1.58e-05,2.0
0.813,-3.968,0.0833,0.222,0.256,1.34e-06,2.0
0.645,-14.467,0.0622,0.6809999999999999,0.362,0.000246,2.0
0.667,-5.4929999999999986,0.129,0.028,0.374,1.42e-06,2.0
0.6970000000000001,-13.265,0.0493,0.0689,0.18600000000000005,0.928,2.0
0.7120000000000001,-8.46,0.0411,0.728,0.371,0.0528,2.0
0.77,-11.611,0.0907,0.182,0.0801,0.00384,2.0
0.63,-11.207,0.0696,0.293,0.61,0.00544,2.0
0.867,-4.706,0.0866,0.0706,0.0714,1.02e-06,2.0
0.642,-6.1560000000000015,0.0465,0.0159,0.45,1.21e-05,2.0
0.665,-5.95,0.0972,0.0535,0.3,3.09e-06,2.0
0.687,-4.825,0.111,0.514,0.321,0.0,2.0
0.8390000000000001,-3.005,0.14800000000000002,0.0817,0.32299999999999995,0.0,2.0
0.7440000000000001,-7.401,0.154,0.0005139999999999999,0.0685,0.0,2.0
0.971,-5.117,0.058,0.211,0.0492,5.06e-05,2.0
0.614,-4.109,0.0745,0.008140000000000001,0.212,1.33e-05,2.0
0.536,-6.831,0.0318,0.0265,0.124,0.00659,2.0
0.905,-9.593,0.0795,0.136,0.0947,0.0784,2.0
0.8079999999999999,-4.556,0.0653,0.22,0.0798,1.31e-05,2.0
0.6759999999999999,-2.628,0.0803,0.0553,0.0325,0.000218,2.0
0.7190000000000001,-7.391,0.0426,0.0902,0.331,0.0043100000000000005,2.0
0.423,-1.726,0.118,0.0204,0.331,0.000369,2.0
0.7170000000000001,-5.574,0.0418,0.0841,0.0571,0.0181,2.0
0.7340000000000001,-3.104,0.121,0.0191,0.595,3.2299999999999986e-05,2.0
0.7709999999999999,-6.879,0.177,0.417,0.332,6.32e-05,2.0
0.7609999999999999,-6.2410000000000005,0.0631,0.226,0.359,0.00455,2.0
0.737,-4.118,0.14400000000000002,0.29600000000000004,0.364,0.0,2.0
0.501,-6.978,0.313,0.263,0.182,0.0,2.0
0.866,-6.367000000000001,0.0456,0.0855,0.197,0.0596,2.0
0.875,-7.28,0.0495,0.472,0.0464,0.0153,2.0
0.764,-7.262,0.181,0.138,0.033,0.0,2.0
0.794,-7.502000000000002,0.078,0.0013800000000000002,0.197,0.029,2.0
0.7070000000000001,-4.282,0.0573,0.0217,0.0466,0.0,2.0
0.693,-4.114,0.0682,0.31,0.195,0.0,2.0
0.696,-7.876,0.0423,0.16699999999999998,0.155,0.0,2.0
0.8490000000000001,-6.112,0.0887,0.212,0.0459,0.00151,2.0
0.6679999999999999,-8.192,0.199,0.281,0.159,0.0029,2.0
0.802,-5.24,0.14300000000000002,0.196,0.113,0.0,2.0
0.581,-13.427,0.0714,0.695,0.481,0.0,2.0
0.537,-10.800999999999998,0.0528,0.746,0.828,0.0,2.0
0.665,-4.8039999999999985,0.188,0.0503,0.0798,0.0,2.0
0.853,-6.08,0.0619,0.29,0.0589,0.0,2.0
0.42,-10.441,0.0791,0.711,0.8270000000000001,0.0613,2.0
0.446,-8.985,0.086,0.573,0.24,0.0,2.0
0.508,-10.137,0.0404,0.85,0.173,0.0,2.0
0.665,-10.592,0.04,0.664,0.0569,0.0,2.0
0.93,-6.122000000000001,0.0971,0.0141,0.0529,0.0,2.0
0.802,-6.081,0.0309,0.0975,0.293,0.382,2.0
0.7979999999999999,-8.211,0.0987,0.0231,0.125,8.83e-06,2.0
0.7759999999999999,-7.365,0.04,0.019,0.149,8.7e-05,2.0
0.8009999999999999,-6.562,0.114,0.0638,0.349,0.000627,2.0
0.617,-8.554,0.0715,0.256,0.119,0.638,2.0
0.59,-10.577,0.0422,0.46,0.489,0.0,2.0
0.841,-8.606,0.058,0.0348,0.85,0.0146,2.0
0.644,-3.753,0.172,0.39,0.246,0.0,2.0
0.8220000000000001,-8.167,0.0421,0.0593,0.0609,0.0,2.0
0.757,-4.13,0.0461,0.158,0.507,0.00784,2.0
0.8270000000000001,-9.423,0.069,0.121,0.071,2.36e-06,2.0
0.476,-10.635,0.115,0.483,0.37,0.000275,2.0
0.462,-13.607,0.135,0.8640000000000001,0.6920000000000001,0.0316,2.0
0.813,-8.84,0.127,0.142,0.34700000000000003,4.96e-05,2.0
0.544,-7.14,0.11,0.8320000000000001,0.547,1.21e-06,2.0
0.611,-10.821,0.2,0.742,0.197,0.0,2.0
0.4970000000000001,-11.248,0.0624,0.83,0.332,0.0184,2.0
0.7040000000000001,-11.152,0.052000000000000005,0.0146,0.161,0.0,2.0
0.528,-13.884,0.196,0.8059999999999999,0.12,2.62e-05,2.0
0.753,-12.871,0.115,0.0179,0.405,0.0049700000000000005,2.0
0.7759999999999999,-11.648,0.0711,0.235,0.28800000000000003,0.000546,2.0
0.7979999999999999,-10.524,0.0432,0.327,0.117,0.0,2.0
